Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Drew Smyly","ATL",9,16,16,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.125,11760
2021,"Mason Williams","NYM",11,28,26,6,5,0,0,1,1,1,2,1,6,0,0,0,1,0,0,0.23076923,11859
2021,"Joc Pederson","2 Tms",72,225,201,44,24,7,2,11,11,31,17,0,57,3,4,0,4,0,0,0.21890547,11899
2021,"Joe Panik","2 Tms",51,133,124,30,22,5,0,3,3,13,8,1,16,0,1,0,4,0,0,0.24193548,11936
2021,"Travis Shaw","MIL",53,155,139,28,17,6,0,5,5,26,13,0,39,2,1,0,1,0,0,0.20143885,11982
2021,"Nick Martini","CHC",11,15,12,1,1,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0.08333333,12005
2021,"Niko Goodrum","DET",59,153,137,28,19,3,1,5,5,14,13,0,55,2,1,0,3,0,0,0.20437956,12092
2021,"Max Kepler","MIN",55,166,142,31,12,8,2,9,9,29,21,1,36,1,2,0,2,0,0,0.21830986,12144
2021,"Eddie Rosario","CLE",70,199,183,45,27,12,1,5,5,25,13,0,28,1,2,0,3,0,0,0.24590164,12155
2021,"Ben Gamel","2 Tms",56,152,129,32,17,9,1,5,5,11,21,0,38,0,2,0,2,0,0,0.24806202,12160
2021,"Scott Schebler","LAA",10,24,24,5,2,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0.20833333,12225
2021,"Rougned Odor","NYY",49,139,126,26,15,6,0,5,5,14,10,0,40,3,0,0,1,0,0,0.20634921,12282
2021,"Jace Peterson","MIL",44,126,101,25,15,5,1,4,4,17,23,0,27,1,1,0,0,0,0,0.24752475,12325
2021,"Tommy La Stella","SFG",23,69,62,16,11,3,1,1,1,5,6,0,10,0,0,0,0,0,0,0.25806452,12371
2021,"Kolten Wong","MIL",48,159,143,39,22,12,0,5,5,12,10,1,29,5,1,0,0,0,0,0.27272727,12532
2021,"Nick Ramirez","SDP",3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12575
2021,"Alex Dickerson","SFG",63,178,164,37,22,6,1,8,8,22,11,0,45,3,0,0,4,0,0,0.22560976,12649
2021,"Dillon Thomas","SEA",2,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12719
2021,"Breyvic Valera","TOR",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12758
2021,"Brad Miller","PHI",65,133,115,30,19,4,1,6,6,17,18,2,41,0,0,0,2,0,0,0.26086957,12775
2021,"Brian Goodwin","CHW",26,80,69,22,9,8,1,4,4,13,11,0,16,0,0,0,0,0,0,0.31884058,12858
2021,"Tyler Anderson","PIT",14,28,28,3,2,0,0,1,1,1,0,0,24,0,0,0,0,0,0,0.10714286,12880
2021,"Gregory Polanco","PIT",65,197,173,39,22,7,1,9,9,18,22,2,50,0,2,0,2,0,0,0.22543353,12907
2021,"Francisco Lindor","NYM",80,259,221,49,31,9,0,9,9,28,29,2,50,5,2,2,2,0,0,0.22171946,12916
2021,"Dylan Bundy","LAA",2,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.33333333,12917
2021,"Brandon Nimmo","NYM",32,104,85,24,14,8,0,2,2,11,17,0,31,1,0,1,1,0,0,0.28235294,12927
2021,"Michael Perez","PIT",39,114,106,15,5,4,0,6,6,13,6,1,34,2,0,0,2,0,0,0.14150943,12977
2021,"Javier Baez","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12979
2021,"Jackie Bradley Jr.","MIL",80,254,232,39,24,8,2,5,5,20,14,0,77,7,1,0,4,0,0,0.16810345,12984
2021,"Josh Bell","WSN",70,212,198,54,34,11,0,9,9,35,13,1,47,1,0,0,7,0,0,0.27272727,13145
2021,"Jorge Polanco","MIN",79,229,201,48,32,8,0,8,8,23,24,0,38,2,2,0,1,0,0,0.23880597,13152
2021,"Eduardo Rodriguez","BOS",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13164
2021,"Robel Garcia","HOU",30,76,70,11,7,3,0,1,1,7,3,0,28,1,1,1,1,0,0,0.15714286,13167
2021,"Max Muncy","LAD",75,243,198,50,23,12,1,14,14,39,42,3,46,3,0,0,3,0,0,0.25252525,13301
2021,"Ildemaro Vargas","3 Tms",18,32,30,5,3,2,0,0,0,3,2,0,7,0,0,0,1,0,0,0.16666667,13324
2021,"Jake Lamb","CHW",29,87,75,16,10,1,0,5,5,7,11,0,24,1,0,0,2,0,0,0.21333333,13329
2021,"Omar Narvaez","MIL",72,225,192,60,42,11,0,7,8,24,26,2,37,4,3,0,6,0,0,0.3125,13338
2021,"Hoby Milner","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13346
2021,"Tyler Naquin","CIN",81,252,227,58,34,12,0,12,12,47,18,1,63,4,3,0,4,0,0,0.25550661,13359
2021,"Jose  Ramirez","CLE",74,220,189,46,20,9,1,16,16,41,23,3,29,5,3,0,4,0,0,0.24338624,13510
2021,"Blake Snell","SDP",9,10,10,2,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0.2,13543
2021,"Roman Quinn","PHI",17,34,26,6,2,2,2,0,0,2,4,0,10,4,0,0,0,0,0,0.23076923,13546
2021,"Jesse Winker","CIN",82,281,251,83,48,16,1,18,18,43,25,1,41,5,0,0,10,0,0,0.33067729,13590
2021,"Shawn Morimando","MIA",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13606
2021,"Ketel Marte","ARI",35,111,99,32,23,7,0,2,2,10,11,0,17,0,1,0,2,0,0,0.32323232,13613
2021,"Jeimer Candelario","DET",79,263,232,58,40,13,0,5,5,20,30,1,62,1,0,0,5,0,0,0.25,13621
2021,"Corey Seager","LAD",36,111,93,23,14,6,2,1,1,11,17,1,13,1,0,0,3,0,0,0.24731183,13624
2021,"Sal Romano","CIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13690
2021,"Max Fried","ATL",15,26,19,6,5,1,0,0,0,3,2,0,5,0,0,5,0,0,0,0.31578947,13743
2021,"David Dahl","TEX",46,131,124,32,21,7,0,4,4,13,5,0,32,0,1,1,2,0,0,0.25806452,13744
2021,"Travis Jankowski","PHI",25,49,39,16,12,3,0,1,1,7,8,1,5,0,0,1,1,0,0,0.41025641,13768
2021,"Adalberto Mondesi","KCR",9,25,23,9,3,4,0,2,2,6,1,0,7,0,0,1,1,0,0,0.39130435,13769
2021,"Joey Wendle","TBR",71,213,194,61,34,19,1,7,7,32,13,3,41,5,1,0,4,0,0,0.31443299,13853
2021,"Anthony Bemboom","LAA",7,23,23,4,4,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0.17391304,13854
2021,"Brent Suter","MIL",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13942
2021,"Rio Ruiz","BAL",29,89,78,12,8,2,0,2,2,4,9,0,26,1,0,1,3,0,0,0.15384615,14103
2021,"Kevin Gausman","SFG",12,25,19,3,3,0,0,0,0,0,1,0,13,0,0,5,0,0,0,0.15789474,14107
2021,"Joey Gallo","TEX",72,223,171,38,20,3,0,15,15,31,51,4,66,1,0,0,3,0,0,0.22222222,14128
2021,"Daniel Vogelbach","MIL",62,170,146,34,20,8,0,6,6,13,24,1,34,0,0,0,2,0,0,0.23287671,14130
2021,"Wilmer Difo","PIT",47,96,87,27,19,3,2,3,3,12,9,0,22,0,0,0,0,0,0,0.31034483,14320
2021,"Nick Williams","CHW",4,13,10,0,0,0,0,0,0,0,1,0,4,2,0,0,1,0,0,0,14330
2021,"Matt Olson","OAK",82,235,197,55,27,16,0,12,12,35,31,3,31,3,4,0,6,0,0,0.27918782,14344
2021,"Raimel Tapia","COL",80,274,249,69,50,14,0,5,5,32,23,2,37,0,2,0,3,0,0,0.27710843,14350
2021,"Tyler Glasnow","TBR",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14374
2021,"Ronald Guzman","TEX",6,14,14,1,0,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0.07142857,14388
2021,"Daniel Camarena","SDP",2,2,2,1,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0.5,14467
2021,"Jake Cave","MIN",24,69,60,12,6,5,0,1,1,2,6,0,22,2,0,1,0,0,0,0.2,14477
2021,"Anthony Santander","BAL",57,165,149,31,17,8,0,6,6,20,11,0,34,1,3,1,5,0,0,0.20805369,14551
2021,"Nomar Mazara","DET",49,158,144,33,23,5,2,3,3,16,13,0,37,0,1,0,3,0,0,0.22916667,14553
2021,"Max Moroff","STL",6,13,13,1,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0.07692308,14556
2021,"Franchy Cordero","BOS",32,88,83,15,8,6,0,1,1,8,5,0,33,0,0,0,0,0,0,0.18072289,14567
2021,"Harold Castro","DET",48,155,141,42,38,3,0,1,1,18,12,0,33,0,0,2,2,0,0,0.29787234,14691
2021,"Brett Phillips","TBR",54,125,106,26,15,6,1,4,4,17,17,0,42,1,1,0,0,0,0,0.24528302,14735
2021,"Julio Urias","LAD",15,36,31,7,5,2,0,0,0,8,0,0,8,0,0,5,0,0,0,0.22580645,14765
2021,"Emilio Pagan","SDP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14771
2021,"Mike Yastrzemski","SFG",71,224,194,49,18,16,2,13,13,32,25,3,46,5,0,0,0,0,0,0.25257732,14854
2021,"Tony Kemp","OAK",61,166,135,34,21,9,2,2,2,10,23,0,25,1,3,4,1,0,0,0.25185185,14894
2021,"Andrew Knapp","PHI",34,69,60,12,9,1,0,2,2,9,7,0,21,0,1,1,1,0,0,0.2,14942
2021,"Johan Camargo","ATL",11,13,11,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,14950
2021,"Victor Caratini","SDP",68,185,154,30,20,5,0,5,5,21,25,4,44,3,3,0,8,0,0,0.19480519,14968
2021,"Tyler Webb","STL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14974
2021,"Chase De Jong","PIT",6,9,9,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.11111111,15036
2021,"Dom Nunez","COL",52,155,132,24,9,9,2,4,4,19,22,4,54,0,1,0,0,0,0,0.18181818,15055
2021,"Ryan McMahon","COL",77,251,226,61,33,14,1,13,13,41,21,1,62,1,3,0,4,0,0,0.2699115,15112
2021,"Josh VanMeter","ARI",47,117,99,16,9,5,1,1,1,7,16,0,35,1,1,0,1,0,0,0.16161616,15170
2021,"Jake Bauers","2 Tms",61,163,149,29,23,3,0,3,3,10,14,1,36,0,0,0,0,0,0,0.19463087,15194
2021,"Adam Frazier","PIT",88,294,265,88,65,20,2,1,1,17,25,1,26,3,1,0,4,0,0,0.33207547,15223
