Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Michael Wacha","TBR",2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14078
2021,"Albert Almora Jr.","NYM",19,24,24,2,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0.08333333,14109
2021,"Eric Haase","DET",41,111,101,17,8,4,1,4,4,9,8,0,42,2,0,0,2,0,0,0.16831683,14111
2021,"Tim Lopes","MIL",4,7,6,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.16666667,14137
2021,"Jose Rondon","STL",17,30,28,6,6,0,0,0,0,2,1,0,5,0,1,0,1,0,0,0.21428571,14140
2021,"Daniel Robertson","MIL",38,67,54,9,7,1,0,1,1,3,9,1,18,2,1,1,1,0,0,0.16666667,14145
2021,"Byron Buxton","MIN",22,72,65,24,10,6,0,8,8,17,4,0,15,3,0,0,0,0,0,0.36923077,14161
2021,"Carlos Correa","HOU",78,234,205,55,31,11,0,13,13,38,26,1,47,2,1,0,7,0,0,0.26829268,14162
2021,"Jose Berrios","MIN",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14168
2021,"Jorge Soler","KCR",79,239,206,37,19,12,0,6,6,27,21,0,67,4,3,0,9,0,0,0.17961165,14221
2021,"Mitch Haniger","SEA",82,266,239,61,35,12,1,13,13,39,19,0,58,5,3,0,5,0,0,0.25523013,14274
2021,"Frankie Montas","OAK",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14309
2021,"Anthony Alford","PIT",10,23,20,2,2,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0.1,14329
2021,"Lewis Brinson","MIA",16,43,42,10,7,2,0,1,1,2,1,0,11,0,0,0,1,0,0,0.23809524,14352
2021,"Harold Ramirez","CLE",51,127,119,32,22,5,1,4,4,15,3,1,19,3,2,0,4,0,0,0.26890756,14387
2021,"Scott Heineman","CIN",6,6,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,14453
2021,"Renato Nunez","DET",7,24,23,4,0,2,0,2,2,3,0,0,5,1,0,0,1,0,0,0.17391304,14503
2021,"Luis Marte","MIA",3,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,14515
2021,"Pedro Severino","BAL",57,144,128,25,15,8,0,2,2,9,15,1,35,0,1,0,4,0,0,0.1953125,14523
2021,"Jorge Lopez","BAL",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14527
2021,"Anthony Santander","BAL",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14551
2021,"Jose Ruiz","CHW",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14552
2021,"Wyatt Mathisen","ARI",15,30,23,3,2,0,0,1,1,4,4,0,13,2,1,0,0,0,0,0.13043478,14555
2021,"Franmil Reyes","CLE",45,125,117,34,14,6,2,12,12,30,7,0,44,0,1,0,5,0,0,0.29059829,14566
2021,"David Bote","CHC",43,115,103,21,14,3,0,4,4,14,8,0,23,3,0,1,4,0,0,0.2038835,14593
2021,"Webster Rivas","SDP",17,44,40,7,4,1,0,2,2,4,3,0,9,0,0,1,6,0,0,0.175,14636
2021,"Chi Chi Gonzalez","COL",11,23,21,4,3,1,0,0,0,1,1,0,10,0,0,1,0,0,0,0.19047619,14663
2021,"Duane Underwood Jr.","PIT",3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14677
